0.0	2.77960405864e-23
0.125	3.02837742624e-23
0.25	3.25820055496e-23
0.375	3.4728393173e-23
0.5	3.67495568113e-23
0.625	3.86651366584e-23
0.75	4.04901132893e-23
0.875	4.22362203441e-23
1.0	4.39128488207e-23
1.125	4.63450617462e-23
1.25	4.86361115904e-23
1.375	5.08084813966e-23
1.5	5.28792861268e-23
1.625	5.48618393285e-23
1.75	5.6766619474e-23
1.875	5.86016660691e-23
2.0	6.02567995181e-23
2.125	6.44209913251e-23
2.25	6.83141885266e-23
2.375	7.1989629654e-23
2.5	7.54820230013e-23
2.625	7.88170200109e-23
2.75	8.20145362312e-23
2.875	8.50904980248e-23
3.0	8.80578505861e-23
3.125	9.77094905949e-23
3.25	1.06443012103e-22
3.375	1.14504981803e-22
3.5	1.2203168069e-22
3.625	1.2911789506e-22
3.75	1.35833148674e-22
3.875	1.42230284069e-22
4.0	1.48350512391e-22
4.125	1.68454948183e-22
4.25	1.86362564518e-22
4.375	2.02688236018e-22
4.5	2.17791296501e-22
4.625	2.31911568994e-22
4.75	2.45219026856e-22
4.875	2.5783914633e-22
5.0	2.69866632059e-22
5.125	3.30011068712e-22
5.25	3.80632259499e-22
5.375	4.25229774298e-22
5.5	4.65557254605e-22
5.625	5.02650706932e-22
5.75	5.37183747113e-22
5.875	5.69623898773e-22
6.0	6.00311480844e-22
6.125	1.16806107002e-21
6.25	1.53430858562e-21
6.375	1.82836316305e-21
6.5	2.08119152439e-21
6.625	2.30642261011e-21
6.75	2.51150318114e-21
6.875	2.70103142916e-21
7.0	2.87808287337e-21
7.125	7.57007138101e-21
7.25	1.02663967542e-20
7.375	1.2353316946e-20
7.5	1.41020797601e-20
7.625	1.56235630024e-20
7.75	1.69741987672e-20
7.875	1.81843314374e-20
8.0	1.9266374574e-20
8.125	2.85618758847e-20
8.25	3.3740474767e-20
8.375	3.69073608169e-20
8.5	3.87197691302e-20
8.625	3.94322840429e-20
8.75	3.90923823939e-20
8.875	3.75520436255e-20
9.0	3.43211363384e-20
9.125	3.36987436337e-20
9.25	3.28100995799e-20
9.375	3.16870076044e-20
9.5	3.03321548711e-20
9.625	2.87245678053e-20
9.75	2.6811088368e-20
9.875	2.44719501802e-20
10.0	2.12484917331e-20
10.125	2.02240260918e-20
10.25	1.91401580658e-20
10.375	1.79841197667e-20
10.5	1.67373153033e-20
10.625	1.53703960114e-20
10.75	1.38308116407e-20
10.875	1.20003130261e-20
11.0	9.39915761694e-21
11.125	8.90138381785e-21
11.25	8.37337346115e-21
11.375	7.80864496446e-21
11.5	7.19789834051e-21
11.625	6.52682581127e-21
11.75	5.77092809453e-21
11.875	4.87956534427e-21
12.0	3.68827311125e-21
12.125	3.69415904239e-21
12.25	3.64251475449e-21
12.375	3.54819460901e-21
12.5	3.41611987e-21
12.625	3.24589626738e-21
12.75	3.03261432022e-21
12.875	2.76520339607e-21
13.0	2.42012469622e-21
13.125	2.39880150853e-21
13.25	2.36211642892e-21
13.375	2.31517205351e-21
13.5	2.26043512633e-21
13.625	2.19919505022e-21
13.75	2.13212009854e-21
13.875	2.05949762248e-21
14.0	1.98134080796e-21
14.125	1.8943425253e-21
14.25	1.80261559163e-21
14.375	1.7051549298e-21
14.5	1.60047465043e-21
14.625	1.48617263009e-21
14.75	1.35780592566e-21
14.875	1.20515716252e-21
15.0	9.93018092463e-22
15.125	9.76541798324e-22
15.25	9.59054881947e-22
15.375	9.40223904957e-22
15.5	9.1946884678e-22
15.625	8.95647009817e-22
15.75	8.6605903533e-22
15.875	8.22069196655e-22
16.0	7.05856102134e-22
16.125	6.87900753826e-22
16.25	6.68942891778e-22
16.375	6.48762162469e-22
